着順,枠番,馬名,父親,母親,性別,年齢,体重変化量,騎手,人気,調教師,種別,回り方,距離,天気,状態
13,6,ケイデンスコール,ロードカナロア,インダクティ,牡,2,6,C.デムーロ,4,安田隆行,芝,右,1600m,小雨,良
14,4,ソルトイブキ,ベルシャザール,アイノココロ,牡,2,2,四位洋文,13,木原一良,芝,右,1600m,小雨,良
15,7,ニホンピロヘンソン,ルーラーシップ,ニホンピロアブミ,牡,2,4,浜中俊,10,安達昭夫,芝,右,1600m,小雨,良
1,4,ニホンピロバロン,フサイチリシャール,ニホンピロアニカ,牡,8,0,石神深一,3,田所秀孝,障害,芝,4100m,小雨,良
2,5,タイセイドリーム,ディープインパクト,モアザンベスト,牡,8,2,平沢健治,5,矢作芳人,障害,芝,4100m,小雨,良
3,4,マイネルプロンプト,マツリダゴッホ,コスモクラッベ,せん,6,0,森一馬,6,坂口正則,障害,芝,4100m,小雨,良
4,2,シンキングダンサー,コンデュイット,スプリングボード,牡,5,0,金子光希,7,武市康男,障害,芝,4100m,小雨,良
5,6,ミヤジタイガ,ネオユニヴァース,フローレンスガール,牡,8,-4,西谷誠,2,武幸四郎,障害,芝,4100m,小雨,良
6,3,プレシャスタイム,ロージズインメイ,シルキードルチェ,牡,5,0,北沢伸也,11,藤沢則雄,障害,芝,4100m,小雨,良
7,7,ルペールノエル,アドマイヤムーン,サンタママ,牡,8,6,高田潤,4,藤原英昭,障害,芝,4100m,小雨,良
8,8,シゲルクロカジキ,マーベラスサンデー,スターフォーユー,牡,5,2,植野貴也,9,服部利之,障害,芝,4100m,小雨,良
9,8,シゲルロウニンアジ,ブラックタイド,スズカダーリン,牡,5,-4,中村将之,12,湯窪幸雄,障害,芝,4100m,小雨,良
10,1,エルゼロ,ワークフォース,ゴールドマッシモ,牡,5,8,五十嵐雄祐,8,武井亮,障害,芝,4100m,小雨,良
11,7,エアカーディナル,ゴールドアリュール,エアセイレン,牡,7,0,熊沢重文,10,笹田和秀,障害,芝,4100m,小雨,良
12,5,トーセンメリッサ,トーセンブライト,トーセンマドンナ,牝,6,12,大江原圭,13,小桧山悟,障害,芝,4100m,小雨,良
1,4,ブラストワンピース,ハービンジャー,ツルマルワンピース,牡,3,4,池添謙一,3,大竹正博,芝,右,2500m,曇,稍重
2,6,レイデオロ,キングカメハメハ,ラドラーダ,牡,4,8,C.ルメール,1,藤沢和雄,芝,右,2500m,曇,稍重
3,8,シュヴァルグラン,ハーツクライ,ハルーワスウィート,牡,6,2,H.ボウマン,9,友道康夫,芝,右,2500m,曇,稍重
4,6,ミッキーロケット,キングカメハメハ,マネーキャントバイミーラヴ,牡,5,-2,O.マーフィー,8,音無秀孝,芝,右,2500m,曇,稍重
5,7,キセキ,ルーラーシップ,ブリッツフィナーレ,牡,4,2,川田将雅,2,中竹和也,芝,右,2500m,曇,稍重
6,3,サトノダイヤモンド,ディープインパクト,マルペンサ,牡,5,2,B.アヴドゥラ,6,池江泰寿,芝,右,2500m,曇,稍重
7,8,サクラアンプルール,キングカメハメハ,サクラメガ,牡,7,18,田辺裕信,15,金成貴史,芝,右,2500m,曇,稍重
8,2,モズカッチャン,ハービンジャー,サイトディーラー,牝,4,-4,M.デムーロ,4,鮫島一歩,芝,右,2500m,曇,稍重
9,1,オジュウチョウサン,ステイゴールド,シャドウシルエット,牡,7,2,武豊,5,和田正一郎,芝,右,2500m,曇,稍重
10,2,マカヒキ,ディープインパクト,ウィキウィキ,牡,5,10,岩田康誠,12,友道康夫,芝,右,2500m,曇,稍重
11,5,ミッキースワロー,トーセンホマレボシ,マドレボニータ,牡,4,-2,横山典弘,10,菊沢隆徳,芝,右,2500m,曇,稍重
12,5,リッジマン,スウェプトオーヴァーボード,アドマイヤモンロー,牡,5,0,蛯名正義,13,庄野靖志,芝,右,2500m,曇,稍重
13,7,スマートレイアー,ディープインパクト,スノースタイル,牝,8,-18,戸崎圭太,16,大久保龍志,芝,右,2500m,曇,稍重
14,3,パフォーマプロミス,ステイゴールド,アイルビーバウンド,牡,6,10,C.デムーロ,7,藤原英昭,芝,右,2500m,曇,稍重
15,1,クリンチャー,ディープスカイ,ザフェイツ,牡,4,0,福永祐一,11,宮本博,芝,右,2500m,曇,稍重
16,4,サウンズオブアース,ネオユニヴァース,ファーストバイオリン,牡,7,14,藤岡佑介,14,藤岡健一,芝,右,2500m,曇,稍重
1,4,サートゥルナーリア,ロードカナロア,シーザリオ,牡,2,12,M.デムーロ,1,中竹和也,芝,右,2000m,晴,良
2,6,アドマイヤジャスタ,ジャスタウェイ,アドマイヤテレサ,牡,2,4,C.ルメール,2,須貝尚介,芝,右,2000m,晴,良
3,1,ニシノデイジー,ハービンジャー,ニシノヒナギク,牡,2,4,勝浦正樹,3,高木登,芝,右,2000m,晴,良
4,8,コスモカレンドゥラ,ノヴェリスト,ミルルーテウス,牡,2,2,戸崎圭太,8,田中博康,芝,右,2000m,晴,良
5,2,ブレイキングドーン,ヴィクトワールピサ,アグネスサクラ,牡,2,6,福永祐一,4,中竹和也,芝,右,2000m,晴,良
6,7,ヴァンドギャルド,ディープインパクト,スキア,牡,2,6,C.デムーロ,5,藤原英昭,芝,右,2000m,晴,良
7,4,ヒルノダカール,ヴィクトワールピサ,タイムフェアレディ,牡,2,8,松田大作,9,北出成人,芝,右,2000m,晴,良
8,3,キングリスティア,ベルシャザール,リスティアアスリー,牡,2,4,内田博幸,6,河内洋,芝,右,2000m,晴,良
9,5,ミッキーブラック,ブラックタイド,マラコスタムブラダ,牡,2,4,O.マーフィー,7,音無秀孝,芝,右,2000m,晴,良
10,7,マードレヴォイス,ダイワメジャー,ソウルフルヴォイス,牡,2,0,三浦皇成,13,田村康仁,芝,右,2000m,晴,良
11,6,ジャストアジゴロ,ノヴェリスト,ピューマカフェ,牡,2,4,田辺裕信,10,大和田成,芝,右,2000m,晴,良
12,5,ハクサンタイヨウ,ブラックタイド,クルンプホルツ,牡,2,2,松岡正海,12,浅野洋一郎,芝,右,2000m,晴,良
13,8,タニノドラマ,タニノギムレット,ブライダルベール,牡,2,4,池添謙一,11,松田国英,芝,右,2000m,晴,良
